refID,Custom Name,Date,Address,Style,Architect,District,Resident,Description,Image Location 1,Image Caption 1,Image Location 2,Image Caption 2,Image Location 3,Image Caption 3,Image Location 4,Image Caption 4,Rating,Latitude,Longitude,Sequence,Slug
ND-SB-00339,Salvation Army Building,1946,540 South Carroll Street,Art Deco,,Taylor's Field,,"This building was constructed in 1946 by the Salvation Army to be used as offices and a welfare center. Today, it is still used by the Salvation Army as a worship and activity center.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-153.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-154.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-156.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-157.JPG,Image Credit: University of Notre Dame Architecture Library,Notable,41.669626,-86.246655,42,nd-sb-00339
ND-SB-00341,,,313 East South Street,,,Taylor's Field,,,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-158.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-159.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-160.JPG,Image Credit: University of Notre Dame Architecture Library,,,,41.669626,-86.246338,,nd-sb-00341
ND-SB-00358,Rulo House,1888,602 South Carroll Street,Gabled-ell,,Taylor's Field,,"This house was built in 1888, for Mary Slusser Rulo and her husband, George. They met during the Civil War, when Mary was caring for injured soldiers. George Rulo owned a harness shop in South Bend.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-172.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-173.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-175.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-176.JPG,Image Credit: University of Notre Dame Architecture Library,Contributing,41.669312,-86.246773,39,nd-sb-00358
ND-SB-00359,,1882,604 South Carroll Street,T-plan,,Taylor's Field,,"George and Mary Slusser Rulo had this house built in 1882 and lived here until 1888, when they began to use it as a rental house. Mr. Rulo owned a harness shop in South Bend.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-177.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-178.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-179.JPG,Image Credit: University of Notre Dame Architecture Library,,,Non-contributing,41.669208,-86.246774,38,nd-sb-00359
ND-SB-00360,Chalfant House,1890,310 East South Street,Free Classic,,Taylor's Field,,"Records do not indicate who had this house built in 1890, but it is believed to have been constructed by carpenter John Chalfan.  It was used as a rental property until 1920, when it was sold to Fred Corse, a blacksmith, and his wife, Freelove.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4655.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4656.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-170.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-171.JPG,Image Credit: University of Notre Dame Architecture Library,Contributing,41.669297,-86.246435,40,nd-sb-00360
ND-SB-00361,,2004,312 East South Street,,,Taylor's Field,,"A garage and fence were constructed on this once vacant lot in 2003-2004, by the owners of 316 E. South Street. It is not within the boundaries of the historical district.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-168.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-169.JPG,Image Credit: University of Notre Dame Architecture Library,,,,,,41.669291,-86.246153,41,nd-sb-00361
ND-SB-00363,,,320 East South Street,,,Taylor's Field,,,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-164.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-165.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-166.JPG,Image Credit: University of Notre Dame Architecture Library,,,,41.669316,-86.245957,,nd-sb-00363
ND-SB-00365,,1901,612-614 South Carroll Street,Queen Anne,,Taylor's Field,,"Silas H. Joseph and his wife, Annie, had this house built in 1901.  They lived here until 1905, when they sold the property to Reverend Perry J. Price. Rev. Price sold the house around 1907 to George Parter, who divided it into two apartments in 1908.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4507.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4508.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-180.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-181.JPG,Image Credit: University of Notre Dame Architecture Library,Contributing,41.668979,-86.24673,34,nd-sb-00365
ND-SB-00366,,1900,618 South Carroll Street,L-plan,,Taylor's Field,,"An employee of the Coquillard Wagon Works, John C. Ulich, and his wife, Hattie, had this house built in 1900. They purchased the land from Birdsell Manufacturing Company in 1897.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4547.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4548.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-183.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-184.JPG,Image Credit: University of Notre Dame Architecture Library,Contributing,41.668824,-86.24677,33,nd-sb-00366
ND-SB-00367,Lantz House,1889,620 South Carroll Street,T-plan,,Taylor's Field,,"Julie E.Â Lontz, and her husband, William, had this house built in 1889. William was a founder of Lontz Brothers Coal Company. They resided in the house until 1918, when their children inherited the property, and sold it in 1919 to Otto Schultz.  Mr. Schultz worked at Sibley Manufacturing Company.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-186.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-187.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-188.JPG,Image Credit: University of Notre Dame Architecture Library,,,Non-contributing,41.668741,-86.246735,32,nd-sb-00367
ND-SB-00369,Miller House,1916,630 South Carroll Street,American Foursquare,Freyermuth & Maurer,Taylor's Field,,"This Freyermuth and Maurer-designed-and-built home was constructed in 1916 for Charles and Pearl Miller. Mr. Miller was in a grocery store partnership with Jacob Currey. After Charles died in 1929, his wife, Pearl lived in the house into the late 1950's. She sold it to Hue W. and Lucille Dunson.",https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4550.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4551.jpg,Image Credit: Historic Preservation Commission of South Bend and St. Joseph County,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-189.JPG,Image Credit: University of Notre Dame Architecture Library,https://documents.library.nd.edu/documents/arch-lib/South-Bend/Taylors-field/Taylors-field-08032017-191.JPG,Image Credit: University of Notre Dame Architecture Library,Contributing,41.66845,-86.246742,31,nd-sb-00369
ND-SB-00399,,1921,501 River Avenue,Craftsman,,Edgewater Place,,"Whitcomb and Keller constructed this house for rental purposes in 1921. First rented to Claude and Minnie Reynolds, they were here until 1927. The house continued to be used as a rental until 1946, when it was sold to Virginia Hasty-Young. She was the widow of the former president of Moncrief Heating Company, J. M. Young.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4787.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4788.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.670788,-86.241682,81,nd-sb-00399
ND-SB-00400,Pommert House,1920,507 River Avenue,American Foursquare,,Edgewater Place,,"In 1920 Whitcomb and Keller built this home, and sold it in 1921 to Charles and Florence Pommert. Charles was the manager of the Pythian Building in South Bend, and a co-owner of the barber shop in the Jefferson Hotel. Charles Pommert died in 1945 and his wife resided here until 1947.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4784.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4785.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative5131.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,Contributing,41.670682,-86.241552,80,nd-sb-00400
ND-SB-00401,Robinson House,1920,513 River Avenue,Bungalow,,Edgewater Place,,"Whitcomb and Keller built this house in 1920 for Charles and Susan Robinson. Charles was employed by the Studebaker Corporation as a machinist, and later as a foreman. The property was left to his wife upon his death in 1935.",,,,,,,,,Contributing,41.670549,-86.241391,79,nd-sb-00401
ND-SB-00402,Schiffbauer House,1921,517 River Avenue,Bungalow,,Edgewater Place,,"Dressmaker, Louise Schiffbauer, had this home built in 1921, and lived here until 1947. She sold the house to local dentist, Dr. Clinton P. Walker. Dr. Walker used the house as rental property until 1955, when it was bought by Robert M. Clark.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4816.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4817.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670463,-86.241284,78,nd-sb-00402
ND-SB-00403,Jeffries House,1920,521 River Avenue,American Foursquare,,Edgewater Place,,"Frank and Glenna Jeffries had this house built in 1920. Mr. Jeffries owned a real estate, loan, and insurance company. In 1922, the property was purchased by Abraham I. Simon.  He was the owner of Simon and Simon, a grocery store.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4808.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4809.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670384,-86.241183,77,nd-sb-00403
ND-SB-00404,,1922,525 River Avenue,Craftsman,,Edgewater Place,,"Albert and Viola Holycross had this home constructed in 1922. They were co-owners of Holycross and Nye, a tire company which eventually became a Ford dealership. In 1927, the property was sold to Ralph Monger.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4805.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4806.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.670301,-86.241092,76,nd-sb-00404
ND-SB-00405,Alper House,1926,644 Monroe Street,Tudor Revival,,Edgewater Place,,"Local developers, Whitcomb and Keller, constructed this house in 1926, for Simon and Esther Alper. Simon Alper was the owner of Alper's Ladies Store in South Bend.",,,,,,,,,Outstanding; Local Landmark,41.671022,-86.241245,47,nd-sb-00405
ND-SB-00406,,1920,510 River Avenue,Bungalow,,Edgewater Place,,"This house was built as a rental in 1920 by Whitcomb and Keller. The property was sold in 1929 to Leo Cunningham, a World War I veteran. Leo Cunningham returned to the military in 1936.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4781.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4782.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670901,-86.241186,48,nd-sb-00406
ND-SB-00407,Swonk House,1922,512 River Avenue,American Foursquare,,Edgewater Place,,"Built as rental property in 1922, this Whitcomb and Keller-constructed home was bought by Frank and Margaret Swonk in 1927. Frank was a salesman; he lived here until 1953, when the home was given to his daughter, Frances.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4778.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4779.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.670823,-86.24108,49,nd-sb-00407
ND-SB-00408,Fries House,1924,509 Edgewater Drive,Colonial Revival,,Edgewater Place,,"Roy W. and Marie Fries had Whitcomb and Keller build this house in 1924. He was the manager of the Sailor Brothers furniture store in South Bend. In 1937 they rented the house to Robert Sutton, a salesman, who purchased the property in 1939.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4728.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4729.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670956,-86.240903,46,nd-sb-00408
ND-SB-00409,Lowry House,1920,516 River Avenue,American Foursquare,,Edgewater Place,,"James and Eleanor Lowry had developers Whitcomb and Keller construct this home in 1920. They purchased the house in 1929. James was employed by the Studebaker Corporation for 22 years. When he died in 1942, his wife used the house as a rental property.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4820.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4821.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670746,-86.240966,50,nd-sb-00409
ND-SB-00410,,1923,517 Edgewater Drive,Colonial Revival,,Edgewater Place,,"Used as rental property for many years, this house was built in 1923 by Whitcomb and Keller. First rented to Albert Klinger, a bank director and president of the South Bend Supply Company, it continued to be used as a rental until 1937, when it was bought by Wilber and Julia Stamm. Mr. Stamm was an engineer with I and M Electric Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4725.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4726.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.6709,-86.24075,45,nd-sb-00410
ND-SB-00411,Wottaw House,1923,520 River Avenue,Craftsman,,Edgewater Place,,"Local developers Whitcomb and Keller built this house in 1923, and in 1926, it was sold to Frank and Louise Wottaw. Frank was the district manager for the Ben Hur Insurance Company. Upon Mr. Wottaw's death in 1955, the property was left to his daughter, Anita Boswell. She resided here until 1977.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4814.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4815.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.670669,-86.240855,51,nd-sb-00411
ND-SB-00412,,1919,519 Edgewater Drive,American Foursquare,,Edgewater Place,,"Whitcomb and Keller built this house in 1919 as rental property, and used it in that capacity until 1930. That year it was purchased by Dow and Hazel Keim. Mr. Keim ran the Tyler-Keim Tire Company. The Keims lived in the house until 1944, when Dow gave his interest in the property to Hazel. She was employed by the Abstract Title Company for 30 years. Restoration of the front facade revealed rafter tails in 2002.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4722.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4723.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670827,-86.24059,44,nd-sb-00412
ND-SB-00413,,1920,524 River Avenue,Bungalow,,Edgewater Place,,"Constructed in 1920 by Whitcomb and Keller, this home was sold in 1923 to Albert and Blanche Wallace. Albert was the vice president of the Yellow Cab Company. In 1925, the house was bought by Ola Chambers. Ola Chambers was a co-owner of Chambers-Knapp Company, a feed dealer.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4802.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4803.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4811.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4812.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Non-contributing,41.670594,-86.240743,52,nd-sb-00413
ND-SB-00414,Oppenheim House,1922,525 Edgewater Drive,Dutch Colonial Revival,,Edgewater Place,,"Whitcomb and Keller built this home in 1922, and it was purchased in 1923 by Emma Oppenheim. Emma lived here with her daughter and son-in-law, David Glicksman, proprietor of the Broadway Pharmacy.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4719.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4720.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Outstanding,41.670754,-86.240439,43,nd-sb-00414
ND-SB-00415,,1920,528 River Avenue,Craftsman,,Edgewater Place,,"In 1920, Whitcomb and Keller constructed this house for rental purposes. Welby and Maude Miller bought the property in 1924, and lived here until 1930, when they began using it as a rental. Welby Miller was employed by the Citizens Trust and Savings Bank.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4844.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4845.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4847.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4848.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Non-contributing,41.670515,-86.240656,53,nd-sb-00415
ND-SB-00416,,1920,532 River Avenue,American Foursquare,,Edgewater Place,,"Whitcomb and Keller built this home in 1920, and sold it to Harriet Keller. She used the house as a rental property until 1927, when it was bought by George Yost. Mr. Yost was employed by the South Bend Tribune. He sold the house to his mother, Mary, in 1929.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4838.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4839.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4841.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4842.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Contributing,41.670453,-86.240542,54,nd-sb-00416
ND-SB-00417,,1923,531 Edgewater Drive,Dutch Colonial Revival,,Edgewater Place,,"Constructed as a rental house by Whitcomb and Keller in 1923, this home was first occupied by local pediatrician, Dr. Milo K. Miller. He lived in the house for nine years.  It remained a rental property until George G. Grummell, owner of Grummell and Sons, purchased the house in 1946.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4716.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4717.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670697,-86.240301,42,nd-sb-00417
ND-SB-00418,Stoll House,1920,536 River Avenue,Bungalow,,Edgewater Place,,"Constructed by Whitcomb and Keller in 1920, this house was sold the following year to Frank and Lillian Stoll. Frank Stoll was employed by the Studebaker Corporation. He remained in the house until his death in 1969.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4826.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4827.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4835.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4836.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Non-contributing,41.670373,-86.240428,55,nd-sb-00418
ND-SB-00419,Garn House,1921,537 Edgewater Drive,Colonial Revival,,Edgewater Place,,"Local developers Whitcomb and Keller built this house in 1921, and it was rented to Elida Cady. Cady was a comptroller for I and M Electric Company. The home was sold in 1923 to Jeanette and Frank Garn. They resided in the house until 1940.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4713.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4714.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.670584,-86.240129,41,nd-sb-00419
ND-SB-00420,,1922,540 River Avenue,American Foursquare,,Edgewater Place,,"Originally built in 1922 as a rental property by Whitcomb and Keller, this house was sold in 1933 to James Woodworth, president of Woodworth Storage and Transfer, and his wife, Norene.  The Woodworths resided here until 1958.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4868.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4869.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4871.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4872.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,Non-contributing,41.670263,-86.240305,56,nd-sb-00420
ND-SB-00421,Williamson House,1922,543 Edgewater Drive,American Foursquare,,Edgewater Place,,Whitcomb and Keller built this house in 1922 for rental purposes. It was sold in 1923 to Arthur and Stella Williamson. Mr. Williamson was a teacher and principal in the South Bend schools.,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4710.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4711.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.670476,-86.239979,40,nd-sb-00421
ND-SB-00433,LaBadie House,1902,635 Lincolnway East,Queen Anne,,Edgewater Place,,"William LaBadie, an engineer, built this house in 1902, and in 1911, he sold it to his children, Charles and Marie. In 1915, Marie sold her interest in the property to her brother, who then sold the house to Thomas Slick, a prominent businessman and early resident of South Bend.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4775.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4776.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.669905,-86.241269,14,nd-sb-00433
ND-SB-00434,,1920,701 Lincolnway East,American Foursquare,,Edgewater Place,,"Charles S. Lord, an inspector and foreman, had this house built in 1920 for rental purposes. It was sold in 1922 to Henry F. Bahde, a machine operator with the Studebaker Corporation. He resided here until 1945, when he sold the property to his children.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4772.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4773.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.669662,-86.241108,13,nd-sb-00434
ND-SB-00435,Seider House,1920,705 Lincolnway East,American Foursquare,,Edgewater Place,,"Adam F. Seider, a landlord, had this house built in 1920. He rented the apartments in this structure to ""white-collar"" workers.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4766.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4767.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Non-contributing,41.669583,-86.241003,12,nd-sb-00435
ND-SB-00436,Seider Apartments,1922,709-711 Lincolnway East,Renaissance Revival,Freyermuth & Maurer,Edgewater Place,,"Freyermuth and Maurer, renowned local architects, designed this building for Adam F. Seider, who had it built in 1922. These apartments were rented to various ""white-collar"" workers.",,,,,,,,,Contributing,41.669495,-86.240911,11,nd-sb-00436
ND-SB-00437,Shotts House,1927,717 Lincolnway East,American Foursquare,,Edgewater Place,,"Daisy M. Shotts, a grocer, had this house built in 1927.  Sometime later it became the property of First Federal Savings and Loan Company. They sold the house in 1939 to Amos Jones, a barber. He sold the property to Phillip Frank in 1942. Mr. Frank was the owner of Frank Iron and Metal Company.",http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4769.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,http://documents.library.nd.edu/documents/arch-lib/South-Bend/HPC Negatives/Full/Negative4770.jpg,Image credit: Historic Preservation Commission of South Bend and St. Joseph County,,,,,Contributing,41.669309,-86.240783,10,nd-sb-00437
